_unit_id,chemical_name,disease_name,form_sentence,Option_1,Option_2,Option_3,,,,
770955545,"<span class=""chemical"">sodium bicarbonate</span>","<span class=""disease"">hypercalcaemia</span>","One case of acute <span class=""disease"">hypercalcaemia</span> and two of recurrent nephrolithiasis are reported in patients who had regularly consumed large amounts of calcium carbon-ate-<span class=""chemical"">sodium bicarbonate</span> powders for more than 20 years.""761593,625456,625456_D017693_D006934,625456_1,bcv_easy_49_sent_work_dev_set_761593,yes_direct, 770955546,TRUE,golden,13,,"",yes_direct,0.7819,TRUE,C014282,""<span class=""chemical"">cirazoline</span>",yes_direct,yes_indirect,no_relation,,,,
770955547,"<span class=""chemical"">amikacin</span>","<span class=""disease"">nephrotoxicity</span>","To evaluate <span class=""chemical"">amikacin</span>-associated <span class=""disease"">nephrotoxicity</span> in an adult hematology/oncology population, a prospective, randomized, open-label trial was conducted at a university-affiliated medical center.",yes_direct,yes_indirect,no_relation,,,,
770955548,"<span class=""chemical"">ouabain</span>","<span class=""disease"">arrhythmia</span>","This study was designed to evaluate the effects of pilocarpine and explore the underlying ionic mechanism, using both aconitine-induced rat and <span class=""chemical"">ouabain</span>-induced guinea pig <span class=""disease"">arrhythmia</span> models.",yes_direct,yes_indirect,no_relation,,,,
770955549,"<span class=""chemical"">Pamidronate</span>","<span class=""disease"">hypocalcemia</span>","<span class=""chemical"">Pamidronate</span> treatment is associated with considerable risk for <span class=""disease"">hypocalcemia</span>, even in cases of initially severe hypercalcemia.",yes_direct,yes_indirect,no_relation,,,,
770955550,"<span class=""chemical"">ethambutol</span>","<span class=""disease"">Bilateral optic neuropathy</span>","<span class=""disease"">Bilateral optic neuropathy</span> due to combined <span class=""chemical"">ethambutol</span> and isoniazid treatment.",yes_direct,yes_indirect,no_relation,,,,
770955551,"<span class=""chemical"">caffeine</span>","<span class=""disease"">ventricular tachycardia</span>","A case of <span class=""disease"">ventricular tachycardia</span> related to <span class=""chemical"">caffeine</span> pretreatment.",yes_direct,yes_indirect,no_relation,,,,
770955552,"<span class=""chemical"">methotrexate</span>","<span class=""disease"">leukoencephalopathy</span>","BACKGROUND: A transient <span class=""disease"">leukoencephalopathy</span> mimicking cerebrovascular accident has been described as a complication of chemotherapy, most commonly in recipients of intrathecal <span class=""chemical"">methotrexate</span> for childhood leukaemia.",yes_direct,yes_indirect,no_relation,,,,
770955553,"<span class=""chemical"">SCH 23390</span>","<span class=""disease"">catalepsy</span>","D-1 agonist SKF 38393 or D-2 agonist quinpirole decreased the <span class=""disease"">catalepsy</span> induced by fluphenazine, <span class=""chemical"">SCH 23390</span> or sulpiride.",yes_direct,yes_indirect,no_relation,,,,
770955554,"<span class=""chemical"">daunorubicin</span>","<span class=""disease"">weight loss</span>","RESULTS: Nontoxic doses of dexrazoxane reduced myelosuppression and <span class=""disease"">weight loss</span> from <span class=""chemical"">daunorubicin</span> and etoposide in mice and antagonized their antiproliferative effects in the colony assay; however, dexrazoxane neither reduced myelosuppression, <span class=""disease"">weight loss</span>, nor the in vitro cytotoxicity from doxorubicin.",yes_direct,yes_indirect,no_relation,,,,
770955555,"<span class=""chemical"">morphine</span>","<span class=""disease"">cataleptic</span>","Pre-treatment with ketamine produced cross-tolerance to <span class=""chemical"">morphine</span>, whereas pretreatment with <span class=""chemical"">morphine</span> did not induce cross-tolerance to ketamine but rather augmented the <span class=""disease"">cataleptic</span> response; this augmentation was attributed to residual <span class=""chemical"">morphine</span> in the brain.",yes_direct,yes_indirect,no_relation,,,,
770955556,"<span class=""chemical"">Quinidine phenylethylbarbiturate</span>","<span class=""disease"">hepatitis</span>","<span class=""chemical"">Quinidine phenylethylbarbiturate</span>-induced fulminant <span class=""disease"">hepatitis</span> in a pregnant woman. A case report.",yes_direct,yes_indirect,no_relation,,,,
770955557,"<span class=""chemical"">propofol</span>","<span class=""disease"">pain</span>","We hypothesized that <span class=""chemical"">propofol</span> infusion <span class=""disease"">pain</span> might be prevented by infusing remifentanil before starting the <span class=""chemical"">propofol</span> infusion in a clinical setting where target-controlled infusions (TCI) of both drugs were used.",yes_direct,yes_indirect,no_relation,,,,
770955558,"<span class=""chemical"">Tacrine</span>","<span class=""disease"">hippocampal damage</span>","<span class=""chemical"">Tacrine</span>, administered in LiCl pre-treated rats, induces electrocorticographic seizures and delayed <span class=""disease"">hippocampal damage</span>.",yes_direct,yes_indirect,no_relation,,,,
770955559,"<span class=""chemical"">nifedipine/Adalat</span>","<span class=""disease"">telangiectasia</span>","Five months after starting <span class=""chemical"">nifedipine</span> (<span class=""chemical"">Adalat</span>), two patients developed photodistributed facial <span class=""disease"">telangiectasia</span>, which became more noticeable with time.",yes_direct,yes_indirect,no_relation,,,,
770955560,"<span class=""chemical"">warfarin</span>","<span class=""disease"">LV Cutaneous lesions</span>","The results of skin lesion biopsies were available in 3 patients, confirming <span class=""disease"">LV Cutaneous lesions</span> resolved in all patients after <span class=""chemical"">warfarin</span> was discontinued.",yes_direct,yes_indirect,no_relation,,,,
770955561,"<span class=""chemical"">epinephrine</span>","<span class=""disease"">myocardial ischemia</span>","Both <span class=""chemical"">epinephrine</span> and exercise produced <span class=""disease"">myocardial ischemia</span> as evidenced by ST segment depression and angina.",yes_direct,yes_indirect,no_relation,,,,
770955562,"<span class=""chemical"">nitric oxide/NO</span>","<span class=""disease"">migraine without aura</span>","In recent years, increasing evidence has suggested that the messenger molecule <span class=""chemical"">nitric oxide</span> (<span class=""chemical"">NO</span>) is involved in pain mechanisms of <span class=""disease"">migraine without aura</span>.",yes_direct,yes_indirect,no_relation,,,,
770955563,"<span class=""chemical"">bromocriptine</span>","<span class=""disease"">psychosis</span>","These cases demonstrate that <span class=""chemical"">bromocriptine</span> may cause <span class=""disease"">psychosis</span> even when given in low doses.",yes_direct,yes_indirect,no_relation,,,,
770955564,"<span class=""chemical"">ziprasidone</span>","<span class=""disease"">NMS</span>","This case is the earliest (second day of treatment) <span class=""disease"">NMS</span> due to <span class=""chemical"">ziprasidone</span> reported in the literature.",yes_direct,yes_indirect,no_relation,,,,
770955565,"<span class=""chemical"">DM</span>","<span class=""disease"">cognitive deterioration</span>","This report describes a case of <span class=""disease"">cognitive deterioration</span> resulting from prolonged use of <span class=""chemical"">DM</span>.",yes_direct,yes_indirect,no_relation,,,,
770955566,"<span class=""chemical"">cyclooxygenase inhibitors</span>","<span class=""disease"">hypertension</span>","Randomised clinical trials and observational studies have shown an increased risk of myocardial infarction, stroke, <span class=""disease"">hypertension</span> and heart failure during treatment with <span class=""chemical"">cyclooxygenase inhibitors</span>.",yes_direct,yes_indirect,no_relation,,,,
770955567,"<span class=""chemical"">carbachol</span>","<span class=""disease"">clonic-tonic convulsions</span>","The effect of calcium chloride injected into the cerebral ventricles of group-housed unanaesthetized cats upon vocalization (rage, hissing and snarling), fighting (attack with paws and claws, defense with paws and claws and biting), mydriasis, tremor and <span class=""disease"">clonic-tonic convulsions</span> produced by <span class=""chemical"">carbachol</span> and eserine injected similarly was investigated.",yes_direct,yes_indirect,no_relation,,,,
770955568,"<span class=""chemical"">ketamine</span>","<span class=""disease"">catalepsy</span>","Previous studies demonstrated that both <span class=""chemical"">ketamine</span> and morphine induced analgesia and <span class=""disease"">catalepsy</span> in the rat.",yes_direct,yes_indirect,no_relation,,,,
770955569,"<span class=""chemical"">eserine</span>","<span class=""disease"">mydriasis</span>","It is apparent that calcium chloride can ""dissociate"" vocalization and fighting from autonomic and motor phenomena such as <span class=""disease"">mydriasis</span>, tremor and clonic-tonic convulsions caused by carbachol and <span class=""chemical"">eserine</span>.",yes_direct,yes_indirect,no_relation,,,,
770955570,"<span class=""chemical"">tramadol</span>","<span class=""disease"">hallucinations</span>","Nightmares and <span class=""disease"">hallucinations</span> after long-term intake of <span class=""chemical"">tramadol</span> combined with antidepressants.",yes_direct,yes_indirect,no_relation,,,,
770955571,"<span class=""chemical"">amiodarone</span>","<span class=""disease"">cirrhosis of the liver</span>","It is concluded that solid evidence exists of hepatic injury due to <span class=""chemical"">amiodarone</span> treatment, including steatosis, alterations resembling alcoholic hepatitis, cholestatic hepatitis and micronodular <span class=""disease"">cirrhosis of the liver</span>.",yes_direct,yes_indirect,no_relation,,,,
770955572,"<span class=""chemical"">alpha-benzene hexachloride</span>","<span class=""disease"">hepatomas</span>","Peroxisomes in <span class=""disease"">hepatomas</span> and hyperplastic preneoplastic liver lesions induced in mice by 500 ppm <span class=""chemical"">alpha-benzene hexachloride</span> were examined histochemically and electron microscopically.",yes_direct,yes_indirect,no_relation,,,,
770955573,"<span class=""chemical"">fentanyl</span>","<span class=""disease"">rigidity</span>","Post-operative <span class=""disease"">rigidity</span> after <span class=""chemical"">fentanyl</span> administration.",yes_direct,yes_indirect,no_relation,,,,
